lyrics,Emotion
"চোখের দৃষ্টি আজ ঘোলা হয়ে আসে
ধোঁয়ায় ছাড়া স্বপ্নগুলো মেঘ হয়ে ভাসে
পৃথিবীর সব আলো এক সুরে মিশে
লাল-নীল-সাদা রঙে আগুন জ্বালে",sadness
"প্রতিশোধে স্পর্শকাতর শরীর আলতো ছুঁয়ে ভাবি
সময়ের ফ্রেমে মেঘেরা কেন ভাসে?
অস্পৃশ্য স্বপ্নের আলো জ্বেলে
নিঃশব্দে নেমেছিলে মহারাণী
ঘুমন্ত অবয়বে, জলরঙে আঁকবো তোমায়
তাই অন্তহীন গতিময় পরিণতি",sadness
"এখানে নয় এভাবে নয়
কিভাবে নষ্ট হচ্ছে সময়
পরে থেকে অর্বাচীন কোন সত্বার মাঝে
আরধ্য সময়, বহমান কেবল ক্ষয়
সমাধিত চেতনার অবসাদে নন্দিত পরাজয়",sadness
"কাচ ঘেরা কোন মায়ার জালে
বেধে রেখেছো অন্ধ বানিয়ে
উদ্ধত আজ অসৎ এর প্রতিনিধি
এখানে নয় এভাবে নয়
স্বভাবে হারিয়ে গেছে বিনয়",sadness
"হয়না দেখা রাতের তারা, হয়না যাওয়া বহুদূর
হাতের কাছেই দূরের যারা, বাজায় চেনা সুর
ঘরের দেয়াল অন্ধকারে, বন্ধ করে এই মন
তোমার কাছেই নিঃস্ব হলো, আমার নির্বাসন।",sadness
"এই বেশ ভালো আছি
কর্ম কাজ নেই, গাড়ি ঘোড়া কিছু নেই
অফিস কাছারি নেই, হাজিরা কামাই নেই
শব্দ বা পরিবেশ দূষণ বালাই নেই",happiness
"সময় দেই না বলে তেলে বেগুন জ্বলে
গিন্নীর রাগ নেই, টেলিফোনে ডাক নেই
শহরেতে কারফিউ, লোকজন কেউ নেই
এক-চার-চার ধারা, ফুটপাতে থাকে যারা",sadness
"কেউ কোথাও নেই, নেই নেই কিছু নেই
তবুও তো আছে কিছু, বলতে যা বাধা নেই
দু'নয়নে ভয় আছে, মনে সংশয় আছে
ঐ ধর্মের বাঘ হেসে, আবার উঠোনে। ",anger
"আবার বছর কুড়ি পরে তার সাথে দেখা হয় যদি
আবার বছর কুড়ি পরে—
হয়তো ধানের ছড়ার পাশে কার্তিকের মাসে—
তখন সন্ধ্যার কাক ঘরে ফেরে—
তখন হলুদ নদী নরম-নরম হয় শর কাশ হোগলায়—
মাঠের ভিতরে",nostalgia
"অথবা নাইকো ধান খেতে আর; ব্যস্ততা নাইকো আর,
হাঁসের নীড়ের থেকে খড় পাখির নীড়ের থেকে খড় ছড়াতেছে;
মনিয়ার ঘরে রাত, শীত আর শিশিরের।
জীবন গিয়েছে চলে আমাদের কুড়ি-কুড়ি বছরের পার—
তখন হঠাৎ যদি মেঠো পথে পাই আমি তোমারে আবার!",nostalgia
"এই হাওয়ায় ওড়াও তুমি, তোমার যত ইচ্ছে ঘুড়ি
চুপি চুপি মেঘের ভেলা, তোমার আকাশ করছে চুরি।
সূর্য বসাও আকাশের নীল, ইচ্ছের রং গোলাপী হলে
দিগন্ত রেখায় সূর্য নামে, ব্যস্ত সময় যাচ্ছে চলে।",happiness
"পুরনো দিনের স্মৃতি বুকে জাগে,
সেই স্কুলের মাঠ, সেই চেনা রাস্তা,
হাওয়ায় ভেসে আসে গানের সুর,
হারানো সময় ফিরে পেতে চাই।",nostalgia
"তোমার বিশ্বাস ভেঙে গেছে,
অন্ধকারে ভাসছে প্রতারণা,
আমার রাগ যেন আগুনের শিখা,
তোমার মুখোমুখি হতে চাই না আর।",anger
"রাতের আকাশে ঢেউ খেলে কান্নার,
মনটা ভেঙে গিয়েছে নিঃসঙ্গতায়,
শুধু স্মৃতি বলে যায় তোমার কথা,
অন্ধকারে হারায় আমার আশা।",sadness
